id;context;question;answer
1913;"Responsable de Cumplimiento Penal Es la persona que asume responsabilidad directa y específica en actividades relacionadas con la responsabilidad penal; es, pues, responsable directo de la efectiva y completa aplicación del Modelo.";¿Por qué es responsable directo de aplicar de manera efectiva y completa el Modelo?;Es la persona que asume responsabilidad directa y específica en actividades relacionadas con la responsabilidad penal
1914;Destacan operaciones como la financiación en la compra del 20% de Gas Natural por Global Infrastructure Partners y el asesoramiento y financiación al consorcio entre Vinci, ADP y Astaldi para la construcción de la nueva terminal internacional del de Chile. En el mercado de capitales de deuda, Santander se posiciona como líder en el ranking latinoamericano, ya que ha estado presente en las principales operaciones de la región.;¿Por qué el Santander se posiciona como líder en el mercado latinoamericano de capitales de deuda?;ha estado presente en las principales operaciones de la región
1915;Gestión de activos Intermediación Negociación y ventas 108 Resultados > Riesgos > Riesgo reputacional Riesgo reputacional El riesgo reputacional se define como el riesgo asociado a los cambios de percepción por parte de los grupos de interés (clientes, accionistas, empleados, etc.) como consecuencia del engaño, defraudación de expectativas, falta de transparencia o inclumplimiento de la promesa de marca.;¿Como consecuencia de qué se produce riesgo reputacional, definido como el riesgo asociado a los cambios de percepción por parte de los grupos de interés (clientes, accionistas, empleados, etc.)?;del engaño, defraudación de expectativas, falta de transparencia o inclumplimiento de la promesa de marca
1916;Diego Prado Pérez-Seoane, dejó su cargo de Consejero Dominical, en el Consejo celebrado el día 27 de julio 2016, de manera voluntaria como consecuencia de la reciente entrada en vigor del Reglamento Comunitario 596/2014, y las limitaciones que introduce para operar con acciones de sociedades participadas que tienen Consejeros dominicales en ellas.;¿De qué es efecto que Diego Prado Pérez-Seoane haya dejado su cargo de Consejero Dominical voluntariamente durante el Consejo del 27 de julio de 2016?;de la reciente entrada en vigor del Reglamento Comunitario 596/2014, y las limitaciones que introduce para operar con acciones de sociedades participadas que tienen Consejeros dominicales en ellas
1917;En el despliegue de Red uno de los criterios que tenemos en cuenta es la compartición de infraestructura, por lo que siempre que es posible, ubicamos nuestras instalaciones con otras operadoras o empresas gestoras de torres de comunicación.;¿Qué supone que en el despliegue de Red uno de los criterios sea la compartición de infraestructura?;siempre que es posible, ubicamos nuestras instalaciones con otras operadoras o empresas gestoras de torres de comunicación
1918;El negocio de Vida también está evolucionando excepcionalmente bien, gracias al ramo de ahorro de las bancaseguradoras. > En otros mercados la estrategia de crecimiento rentable está produciendo mejoras muy significativas en resultados (Perú, Colombia, Turquía e Italia) y poniendo especial foco en la mejora de rentabilidad en los mercados de mayor tamaño (Brasil, México y Estados Unidos). > Este año ha habido una concentración excepcional de catástrofes naturales, que no había ocurrido en décadas, ni por su intensidad ni por su frecuencia.;¿Qué implica el ramo de ahorro de las bancaseguradoras?;El negocio de Vida también está evolucionando excepcionalmente bien
1919;Este tipo de inversiones, en cualquier caso, cumplirá con nuestra prioridad de creación de valor para el accionista, y por ello buscamos las fórmulas financieras atractivas que nos permitan obtener un valor añadido real.;¿Qué explica la búsqueda de fórmulas financieras atractivas que permitan obtener un valor añadido real?;Este tipo de inversiones, en cualquier caso, cumplirá con nuestra prioridad de creación de valor para el accionista
1920;Este crecimiento se manifestó como consecuencia principalmente de la evolución positiva de los fondos de inversión, de pensiones y seguros, que, en su conjunto, crecen un 30,8% en relación con el cierre del ejercicio anterior, y de operaciones de estructuración y aseguramiento (sindicados), así como de la incorporación al perímetro de consolidación de TSB.;¿A consecuencia de qué se manifestó este crecimiento?;principalmente de la evolución positiva de los fondos de inversión, de pensiones y seguros, que, en su conjunto, crecen un 30,8% en relación con el cierre del ejercicio anterior, y de operaciones de estructuración y aseguramiento (sindicados), así como de la incorporación al perímetro de consolidación de TSB
1921;Además, actualmente existen cuatro plantas de nueva implantación pendientes de certificación, dado que, de acuerdo a los requisitos, deben tener un año de actividad previa a dicha certificación: Pernambuco (Brasil), dedicada a la inyección de plástico Togliatti (Rusia), dedicada a la inyección y mecanizado de piezas de aluminio Forjas de Celaya (México), dedicada a la forja y mecanizado de piezas de acero, y Zaheerabad (India), dedicada a estampación.;¿Cuál es el motivo de que actualmente existan cuatro plantas de nueva implantación pendientes de certificación?;de acuerdo a los requisitos, deben tener un año de actividad previa a dicha certificación
1922;Gracias a la digitalización de nuestro negocio comercial, podemos ofrecer a nuestros clientes productos y servicios más sencillos, personalizados y modernos, lo que aumenta su satisfacción y vinculación.;¿Qué factor provoca el aumento de la satisfacción y vinculación de sus clientes?;la digitalización de nuestro negocio comercial
1923;El plan de eficiencia permite absorber las inversiones en transformación comercial y los mayores costes regulatorios, con lo que los costes caen a perímetro constante y descontado la inflación.;¿Cuál es la consecuencia de que el plan de eficiencia permita absorber las inversiones en transformación comercial y los mayores costes regulatorios?;los costes caen a perímetro constante y descontado la inflación
1924;Cumplimiento de los retos de la iniciativa Constantes y Vitales en 2016 Retos Nivel de cumplimiento Comentarios Impulsar un Pacto por la Ciencia. 50 % Debido a la situación política de España en 2016, sin un gobierno formado hasta el mes de noviembre, no ha sido posible poner en marcha este proyecto.;¿A qué se debe que no haya sido posible poner en marcha este proyecto?;a la situación política de España en 2016, sin un gobierno formado hasta el mes de noviembre
1925;Onda Cero Jerez Apoyo a iniciativas de carácter social: Colaboración con la cultura: apoyo a asociaciones como el colectivo de artistas El Arroyo, la Asociación de Amigos del Archivo O el Ateneo Cultural Andaluz. Colaboración activa con el movimiento vecinal, gracias a los espacios dedicados a las dos federaciones de asociaciones de vecinos que hay en la ciudad, Solidaridad y La Plazoleta 2.0.;¿Qué ha facilitado la colaboración activa con el movimiento vecinal?;los espacios dedicados a las dos federaciones de asociaciones de vecinos que hay en la ciudad, Solidaridad y La Plazoleta 2.0.
1926;Para ello contamos con las mejoras conseguidas gracias a nuestros Planes de Excelencia, a nuestra progresiva reducción de costes fijos, a la experiencia acumulada en nuestro personal y al firme compromiso de todo el equipo.;¿A qué se deben las mejoras conseguidas?;a nuestros Planes de Excelencia, a nuestra progresiva reducción de costes fijos, a la experiencia acumulada en nuestro personal y al firme compromiso de todo el equipo
1927;Los costes de arrendamiento de aviones capitalizados aumentaron durante el ejercicio, debido al efecto de Aer Lingus en el ejercicio completo y al aumento de los aviones alquilados en British Airways, en el marco de su programa de renovación periódica de flota.;¿A qué se debió el aumento durante el ejercicio de los costes de arrendamiento de aviones capitalizados?;al efecto de Aer Lingus en el ejercicio completo y al aumento de los aviones alquilados en British Airways, en el marco de su programa de renovación periódica de flota
